needsPractice,type,pronoun,singular,plural,translations,categories,class,,
TRUE,skill,,Was ist der schnellste Weg zu,,what is the fastest way to,"travel, directions",257,,
TRUE,skill,,an der Ecke,,"at the corner, en la esquina","travel, directions",257,,
TRUE,skill,,Kehren Sie um,,turn around,"travel, directions",257,,
TRUE,skill,,den Weg finden,,find the way,"travel, directions",257,,
TRUE,skill,,ich suche,,I am looking for,"travel, directions",257,,
TRUE,skill,,danke für ihre Hilfe,,thanks for your help,"travel, directions",257,,
TRUE,skill,,Bitte schön! Gern geschehen!,,your welcome,"travel, directions",257,<gern geshen>,
TRUE,noun,das,Schild,Schilder,"signs, señales","travel, directions",257,,
TRUE,adjective,,eigentlich,,"actually, realmente","travel, directions",257,,
TRUE,verb,,liegt,,"located, ubicado","travel, directions",257,,
TRUE,verb,,umkehren,,"turn back, regresar","travel, directions",257,,
TRUE,verb,,verlaufen,,"get lost, perderse","travel, directions",257,,
TRUE,noun,die,Entschuldigung,Entschuldigungen,"excuse me, perdone","travel, directions",257,,
TRUE,noun,das,Einfamilienhaus,,detached house,home,211b,,
FALSE,noun,das,Studierendenwohnheim,,student residence,home,211b,,
TRUE,noun,das,Hochhaus, Hochhäuser,"skyscraper, rascacielos,",home,211b,,
TRUE,noun,das,Erdgeschoss,Erdgeschosse,"ground floor, planta baja",home,211b,,
TRUE,noun,der,Altbau,,"old building, edificio viejo",home,211b,,
TRUE,noun,der,Neubau,,"new building, edificio nuevo",home,211b,,
TRUE,noun,der,Aufzug,Aufzüge,"elevator, ascensor",home,211b,,
TRUE,noun,der,Stock,Stöcke,"floor, piso",home,211b,,
TRUE,noun,die,Bude,Buden,"apartment, departamento",home,211b,"jergon, used by young people",
TRUE,noun,die,Mietwohnung,Mietwohnungen,rented apartment,home,211b,,
TRUE,noun,die,Wohnung,Wohnungen,"apartment, departamento",home,211b,,
TRUE,noun,die,Miete,Mieten,"rent, renta",home,211b,,
TRUE,skill,,Ich zahle Miete,,I pay rent,home,211b,,
TRUE,noun,die,Wand,Wände,"wall, pared",home,212b,,
TRUE,noun,die,Küche,Küchen,"kitchen, cocina",home,211b,,
TRUE,noun,das,Bett,Betten,"bed, cama","home, furniture",211b,,
TRUE,noun,das,Regal,Regale,"shelf, estante","home, furniture",211b,,
TRUE,noun,das,Sofa,Sofas,"couch, sillon","home, furniture",211b,,
TRUE,noun,das,Bad,Bäder,"bath, tina","home, furniture",212b,,
TRUE,noun,der,Stuhl,Stühle,"chair, silla","home, furniture",211b,,
TRUE,noun,der,Tisch,Tische,"table, mesa","home, furniture",211b,,
TRUE,noun,der,Couchtisch,Couchtisch,"coffee table, mesa de centro","home, furniture",224b,,
TRUE,noun,der,kleiderschrank,kleiderschranken,"wardrobe, guardarropa","home, furniture",224b,,
TRUE,noun,der,Sessel,Sessel,"armchair, sillon","home, furniture",224b,,
TRUE,noun,der,Schrank,Scränke,"cabinet, gabinete","home, furniture",211b,,
TRUE,noun,der,Herd,Herde,"stove, cocina","home, furniture",211b,,
TRUE,noun,der ,Kühlschrank,Kühlschränke,"fridge, refri","home, furniture",211b,,
TRUE,noun,der,Toaster,Toaster,"toaster, tostadora","home, furniture",211b,,
TRUE,noun,der,Wasserkocher,Wasserkocher,"kettle, tetera","home, furniture",211b,,
TRUE,noun,die,Spüle,Spülen,"sink, fregadero","home, furniture",211b,,
TRUE,noun,die,Waschmaschine,Waschmaschinen,"washing machine, lavadora","home, furniture",211b,,
TRUE,noun,die,Vorhang,Vorhänge,"curtains, cortinas","home, furniture",212b,,
TRUE,adjective,,Erste,,"first, primero","general, home",211b,,
TRUE,adjective,,zweite,,"second, segundo","general, home",211b,,
TRUE,adjective,,Dritter,,"third, tercero","general, home",211b,,
TRUE,adjective,,Vierte,,"fourth, cuarto","general, home",211b,,
TRUE,adjective,,Fünfte,,"fifth, quinto","general, home",211b,,
TRUE,noun,,Schluss,,"at the end, al final",home,212b,,
TRUE,noun,die,Spielsachen,,"toys, juguetes",home,212b,,
TRUE,adjective,,wirklich,,really,home,212b,,
TRUE,adjective,,fein,,fine,home,212b,,
TRUE,adjective,,günstig,,"cheap, barato","home, furniture",213b,,
TRUE,skill,,sieht billig aus,,looks cheap,"home, furniture",213b,,
TRUE,adjective,,hässlich,,"ugly, feo","home, furniture",213b,,
TRUE,verb,,schau mal,,"just look, solo mira","home, furniture",213b,,
TRUE,verb,,guck mal,,"have a look, echa un vistazo","home, furniture",213b,,
TRUE,verb,,sieh mal,,"look, mira","home, furniture",213b,,
TRUE,adjective,,möbliert,,"furnished, amoblado",home,214b,,
TRUE,adjective,,hoch,,"high, alto",home,214b,,
TRUE,adjective,,breit,,"wide, ancho",home,213b,,
TRUE,skill,,ins Geld gehen,,this is very expensive,home,213b,,
TRUE,adjective,,Besitz,,"possession, posesion",home,224b,,
TRUE,noun,das,Dach,Dächer,"roof, techo",home,224b,,
TRUE,noun,der,Vermieter,Vermieterin,"landlord, propietario",home,224b,,
TRUE,noun,der,Holztisch,,wooden table,"home, furniture",224b,,
TRUE,noun,die,Himmelsrichtung,Himmelsrichtungen,cardinal pionts,"places, directions",231b,,
TRUE,adjective,,nördlich,,"north, norte","places, directions",231b,,
TRUE,adjective,,südlich,,"south, sur","places, directions",231b,,
TRUE,adjective,,östlich,,"east, este","places, directions",231b,,
TRUE,adjective,,westlich,,"west, oeste","places, directions",231b,,
TRUE,noun,der,Norden,,"north, norte","places, directions",231b,,
TRUE,noun,der,Süden,,"south, sur","places, directions",231b,,
TRUE,noun,der,Osten,,"east, este","places, directions",231b,,
TRUE,noun,der,Westen,,"west, oeste","places, directions",231b,,
TRUE,noun,das,Meer,Meere,"sea, mar","places, directions",231b,,
TRUE,noun,das,Dorf,Dörfer,"village, aldea","places, directions",231b,,
TRUE,noun,das,Land,Ländern,"country side, campo","places, directions",231b,,
TRUE,noun,der,Berg,Berge,"mountains, montana","places, directions",231b,,
TRUE,noun,der,See,Seen,"lake, lago","places, directions",231b,,
TRUE,noun,die,Stadt,Städte,"city, ciudad","places, directions",231b,,
TRUE,noun,die,Nähe,,"neighborhood, vecindario","places, directions",232b,,
TRUE,adjective,,wichtig,,"important, importante","places, directions",231b,,
TRUE,adverb,,außerdem,,"furthermore, es mas","places, directions",231b,,
TRUE,adjective,,berühmt,,"famous, famoso","places, directions",231b,,
TRUE,adverb,,sogar,,"even, incluso","places, directions",231b,,
TRUE,adjective,,wenige,,"few, poco",directions,231b,,
TRUE,skill,,in der Nähe viele Berge,,many mountains nearby,"places, directions",231b,,
TRUE,skill,,Ich habe Zürich noch nicht besucht,,I haven't visited Zurich yet,"places, directions",231b,,
TRUE,skill,,hier gibt es keine Bibliothek,,there is no library here,"places, directions",231b,,
TRUE,skill,,hier gibt es eine Bibliothek,,there is a library here,"places, directions",231b,,
TRUE,skill,,Gibt es hier ... in der Nähe?,,is there ... nearby?,"places, directions",231b,use dative,
TRUE,skill,,Was gibt es in der Nähe vom ...?,,what is near the ...,"places, directions",231b,,
TRUE,skill,,Kennen Sie den Weg?,,Do you know the Way?,directions,232b,,
TRUE,skill,,Sehr freundlich von Ihnen.,,Very nice of you.,directions,232b,,
TRUE,skill,,Wie ich zum nächsten ... komme?,,how do I get to the next...,directions,232b,,
TRUE,skill,,neben dem,,"next to, a lado de",directions,232b,,
TRUE,skill,,Dann sehen Sie gleich ...,,Then you'll see the...,directions,232b,,
TRUE,verb,,überqueren,,"cross over, transversal",directions,232b,,
TRUE,noun,,nach links,,"to the left, a la izquierda",directions,232b,,
TRUE,noun,,nach rechts,,"to the right, a la derecha",directions,232b,,
TRUE,adverb,,geradeaus,,"straight, derecho",directions,232b,,
TRUE,noun,die,Kreuzung,,"crossing, cruce",directions,232b,,
TRUE,verb,,abbiegen,,"turn, girar",directions,232b,,
TRUE,adjective,,weiter,,"continue, continue",directions,232b,,
TRUE,noun,das,Krankenhaus,,"hospital, hospital",directions,232b,,
TRUE,noun,das,Hotel,,"hotel, hotel",directions,232b,,
TRUE,noun,das,Einkaufszentrum,,"mall, centro comercial",directions,232b,,
TRUE,noun,das,Theater,Theater,"theater, teatro","places, directions",231b,,
TRUE,noun,das,Kino,Kinos,"cinema, cine","places, directions",231b,,
TRUE,noun,das,Museum,Museen,"museum, museo","places, directions",231b,,
TRUE,noun,der,Flughafen,,"airport, aeropuerto","places, directions",232b,,
TRUE,noun,die,Bank,,"bank, banco","places, directions",232b,,
TRUE,noun,die,Apotheke,,"pharmacy, farmacia","places, directions",232b,,
TRUE,noun,die,Diskothek,Diskotheken,"discotheque, discoteca","places, directions",231b,,
TRUE,noun,die,Bibliothek,Bibliotheken,"library, biblioteca","places, directions",231b,,
TRUE,noun,die,Kirche,Kirchen,"church, iglesia","places, directions",231b,,
TRUE,noun,die,Kunst,Künste,"art, arte","places, directions",231b,,
TRUE,noun,die,Kultur,Kulturen,"culture, cultura","places, directions",231b,,
TRUE,noun,die,Kunstwerke,,"works of art, obras de arte","places, directions",231b,,
TRUE,noun,das,Theaterstück,Theaterstücke,"play, obra de teatro","places, directions",231b,,
TRUE,noun,die,Fahrt,,"ride, viaje",directions,233b,,
TRUE,verb,,schwarzfahren,,"travel without pay, viajar sin pagar",directions,233b,,
TRUE,noun,die,Öffis,,"public transport, transporte publico",directions,233b,,
TRUE,verb,,halten,,"stop, parar",directions,233b,,
TRUE,noun,das,Verkehrsmittel,,means of transport,directions,233b,,
TRUE,verb,,einsteigen,,"transfer, cambio de bus",directions,233b,,
TRUE,verb,,umsteigen,,"transfer, cambio de bus",directions,233b,,
TRUE,verb,,aussteigen,,"get out, bajar",directions,233b,,
TRUE,noun,das,Gleis,,"platform, plataforma",directions,233b,,
TRUE,noun,die,Haltestelle,,"bus stop, parada de bus",directions,233b,,
TRUE,skill,,keine sorge,,don't worry,directions,233b,,
TRUE,noun,die,Richtung,,"direction, direccion",directions,233b,the end station,
TRUE,adjective,,wahr,,"true, verdadero",directions,233b,,
TRUE,adjective,,falsch,,"false, falso",directions,233b,,
TRUE,noun,der,Buchstabe,,"letter, carta",directions,233b,,
TRUE,adjective,,Nächstes,,"next, siguiente",directions,233b,,
TRUE,verb,,dauern,,"last, durar",directions,233b,,
TRUE,skill,,Wie lange dauert die Fahrt,,how long does the journey take,directions,233b,staig,
TRUE,verb,,klopfen,,"knock, golpear",house,224,,
TRUE,verb,,springen,,"leap, saltar","house, general",224,,
TRUE,skill,,er macht sich Sorgen um,,he worries about,house,224,,
TRUE,verb,,sorgen,,"care, preocuparse","house, emotions",224,,
TRUE,skill,,Ich bin gespannt auf,,I am excited about,"house, emotions",224,,
TRUE,verb,,setzen dich,,"sit down, sentarse",house,224,,
TRUE,adjective,,gespannt,,"excited, entusiasmado","house, emotions",224,,
TRUE,adjective,,aufgeregt,,"excited, entusiasmado","house, emotions",224,,
TRUE,adjective,,begeistert,,"excited, entusiasmado","house, emotions",224,,
TRUE,adjective,,beeindruckt,,"impressed, impresionado","house, emotions",224,,
TRUE,verb,,beeindrucken,,"impress, impresionar","house, emotions",224,,
TRUE,noun,das,Geschirr,,"dishes, platos",house,224,,
TRUE,adjective,,sauber,,"clean, limpio","house, travel",224,,
TRUE,adverb,,sogar,,"even, incluso",house,224,,
TRUE,verb,,anmachen,,"turn on, encender",house,224,,
TRUE,skill,,spaß machen,,to have fun,house,224,,
TRUE,verb,,spülen,,"wash dishes, lavar platos",house,224,,
TRUE,verb,,sauber machen,,"clean, limpiar",house,224,,
TRUE,verb,,aufräumen,,"tydy up, limpiar","house, trennbare",224,,
TRUE,verb,,putzen,,"clean, limpiar",house,224,,
TRUE,noun,das,Waschbecken,Waschbecken,"sink, lavabo",house,226,,
TRUE,noun,der,Spiegel,Spiegel,"mirror, espejo",house,226,,
TRUE,noun,die,Gardine,Gardinen,"curtain, cortina",house,226,,
TRUE,noun,der,Nachttisch,Nachttische,"bedside table, velador",house,226,,
TRUE,noun,die,Garage,Garagen,"garage, garaje",house,226,,
TRUE,verb,der,Wecker,Wecker,"alarm clock, despertador",house,226,,
TRUE,adjective,,gemütlich,,"cozy, acogedor","house, travel",222,,
TRUE,adjective,,klein,,"small, pequeno","house, body",222,,
TRUE,adjective,,groß,,"big, grande","house, body",222,,
TRUE,adjective,,hell,,"bright, brillante","general, house",222,,
TRUE,adjective,,dunkel,,"dark, obscuro","general, house",222,,
TRUE,noun,der,Himmel,Himmel,"sky, cielo",weather,222,,
TRUE,noun,der,Anzug,Anzüge,"suit, traje",house,222,,
TRUE,adjective,,laut,,"loud, ruidoso",house,222,,
TRUE,adjective,,leise,,"quiet, silencioso",house,222,,
TRUE,adjective,,möbliert,,"furnished, amoblado",house,222,,
TRUE,verb,,wohnen,,"reside, residir",house,222,,
TRUE,skill,,zu Hause sein,,your house is,house,222,,
TRUE,noun,,Wind,Winde,"wind, viento",weather,222,,
TRUE,noun,das,Möbel,Möbel,"furniture, muebles",house,222,,
TRUE,adverb,,Endlich,,"finally, finalmente",house,222,,
TRUE,verb,,leben,,"live, vivir",general,222,,
TRUE,verb,,lieben,,"love, amar",general,222,,
TRUE,noun,der,Traum,Träume,"dream, suenio",general,222,,
TRUE,adjective,,schwierig,,"difficult, dificil",general,222,,
TRUE,noun,,Lieblingsorte,,favourite places,house,222,,
TRUE,question,,Wofür,,"for what, para que",house,222,,
TRUE,noun,die,Steuererklärung,,tax declaration,house,223,,
TRUE,verb,,abholen,,"collect, retirar",house,223,,
TRUE,verb,,heiraten,,"get married, casarse",house,223,,
TRUE,verb,,benötigen,,"require, requerir",house,223,,
TRUE,verb,,ausmachen,,"turn off, apagar","house, trennbare",223,,
TRUE,verb,,gegangen,,"went, fue",house,223,,
TRUE,noun,das,Stofftier,Stofftiere,"stuffed animal, peluche","house, furniture",227,,
TRUE,verb,,gehen,,"go, ir","house, verb_preposition",227,,
TRUE,verb,,kommen,,"come, venir","house, verb_preposition",227,,
TRUE,verb,,legen,,"lay, poner","house, verb_preposition",227,,
TRUE,verb,,stellen,,"put, poner","house, verb_preposition",227,,
TRUE,verb,,hängen,,"hang, colgar","house, verb_preposition",227,,
TRUE,verb,,setzen,,"set, colocar","house, verb_preposition",227,,
TRUE,verb,,sein,,"being, ser","house, verb_preposition",227,,
TRUE,verb,,liegen,,"lie down, tendido","house, verb_preposition",227,,
TRUE,verb,,stehen,,"stand, estar","house, verb_preposition",227,,
TRUE,verb,,sitzen,,"sit, sentarse","house, verb_preposition",227,,
TRUE,noun,die,Kerze,Kerzen,"candle, vela","house, furniture",228,,
TRUE,noun,das,Kissen,Kissen,"pillow, almohada","house, furniture",228,,
TRUE,noun,der,Schrank,Schränke,"wardrobe, armario","house, furniture",225,,
TRUE,noun,die,Ecke,Ecken,"corner, esquina",house,225,,
TRUE,noun,der,kamin,kamine,"fireplace, chimenea","house, furniture",225,,
TRUE,noun,der,Teppich,Teppiche,"carpet, alfombra","house, furniture",225,,
TRUE,noun,der,Flur,Flure,"hall, pasillo",house,221,,
TRUE,noun,das,Dach,Dächer,"roof, techo",house,221,,
TRUE,noun,das,Fenster,Fenster,"window, ventana",house,221,,
TRUE,noun,die,Tür,Türen,"door, puerta",house,221,,
TRUE,noun,die,Wand,Wände,"wall, pared",house,221,,
TRUE,noun,der ,Boden,Böden,"floor, piso",house,221,,
TRUE,noun,die,Etage,Etagen,"floor, piso (level)",house,221,,
TRUE,noun,das,Erdgeschoss,Erdgeschosse,"ground floor, planta baja",house,221,,
TRUE,noun,das,Untergeschoss,Untergeschosse,"basement, sotano",house,221,,
TRUE,noun,der,Nachbar,Nachbarn,"neighbor, vecino",house,221,,
TRUE,noun,der,Garten,Gärten,"garden, jardin",house,221,,
TRUE,noun,die,Terrasse,Terrassen,"terrace, terraza",house,221,,
TRUE,noun,der,Balkon,Balkonne,"balcony, balcon",house,221,,
TRUE,noun,der,Schlüssel,Schlüssel,"key, llave",house,221,,
TRUE,noun,das,Wohnzimmer,,"living room, sala",house,221,,
TRUE,noun,das,Badezimmer,,"bathroom, bano",house,221,,
TRUE,noun,das,Schlafzimmer,,"bedroom, dormitorio",house,221,,
TRUE,noun,das,Arbeitszimmer,,"Workspace, oficina",house,221,,
TRUE,noun,,feiern,,"celebrate, festejar","holidays, party",261,,
TRUE,noun,der,Feiertag,Feiertage,"holiday, feriado",holidays,261,,
TRUE,noun,der,Feierabend,Feierabende,"end of day, hora de salir",holidays,261,,
TRUE,noun,das,Silvester,,new years eve,holidays,261,,
TRUE,noun,der,Sekt,Sekte,"sparkling wine, vino espumoso",holidays,261,,
TRUE,skill,,der Tag der Deutschen Einheit,,the day of german unity,holidays,261,,
FALSE,skill,,der 1. Advent,,first of advent,holidays,261,,
TRUE,noun,die,Einheit,,"unity, unidad",holidays,261,,
TRUE,skill,,an bestimmten Orten,,in certain places,holidays,261,,
TRUE,noun,der,Geburtstag,Geburtstage,"birthday, cumpleanos",holidays,261,,
FALSE,noun,der,Karneval,,"carnival, carnaval",holidays,261,,
TRUE,noun,der,Fasching,,"carnival, carnaval",holidays,261,,
TRUE,noun,die,Fastnacht,,"carnival, carnaval",holidays,261,,
FALSE,noun,der,Adventsonntage,,"advent sunday, domingo de adviento",holidays,261,,
FALSE,noun,der ,Nikolaus,,Santa Claus,holidays,261,,
TRUE,noun,der,Heiligabend,Heiligabende,"christmas eve, noche buena",holidays,261,,
TRUE,noun,das,Weihnachten,Weihnachten,"christmas, navidad",holidays,261,,
FALSE,noun,der,Reformationstag,,reformation day,holidays,261,,
FALSE,noun,,Ostern,,"easter, pascua",holidays,261,,
FALSE,noun,,Schokoladeneier,,"chocolate egg, huevo de chocolate",holidays,261,,
TRUE,noun,der,Karfreitag,,viernes santo,holidays,261,,
TRUE,noun,,Osterhase,,"easter bunny, conejo de pascua",holidays,261,,
FALSE,noun,der,Weihnachtsbaum,,"christmas tree, arbol de navidad",holidays,261,,
TRUE,noun,die,Verkleidung,,"costume, disfraz","holidays, party",261,,
TRUE,skill,,ein Brei mit Beeren,,"a porridge with berries, colada morada","holidays, party",261,,
TRUE,noun,die,Einladung,Einladungen,"invitation, invitacion","holidays, party",262,,
TRUE,verb,,einladen,,"invite, invitar","holidays, trennbare",262,zu,
TRUE,adjective,,herzlich,,"heartfelt, con sentimiento","holidays, party",262,,
TRUE,verb,,verschickt,,"sent, enviado","holidays, party",262,,
TRUE,verb,,eingeladen,,"invited, invitado","holidays, party",262,,
TRUE,verb,,stattfinden,,"have place, tener lugar","holidays, trennbare",262,,
TRUE,verb,,Nähe,,vecindad,"holidays, party",262,,
TRUE,noun,der,Anlass,,"reason, razon","holidays, party",262,,
TRUE,skill,,Wo treffen wir uns?,,where do we meet,"holidays, party",262,,
TRUE,verb,,Spaß haben,,"have fun, divertirse","holidays, party",262,,
FALSE,skill,,Wie viele Gäste kommen zur Party?,,How many guests are coming to the party?,"holidays, party",262,,
TRUE,verb,,vorbereiten,,"prepare, preparar","holidays, trennbare",262,,
TRUE,verb,,umkehren,,"turn back, regresar","holidays, trennbare",262,,
TRUE,verb,,zurückfahren,,"trip back, viaje de regreso","holidays, trennbare",262,,
TRUE,verb,,abbiegen,,"turn, girar","holidays, trennbare",262,,
TRUE,adjective,,lustigen,,"funny, gracioso","holidays, party",263,,
TRUE,verb,,stolpern,,"stumble, tropezar","holidays, party",263,,
TRUE,noun,die,Weihnachtsmesse,,"christmas fair, feria de navidad","holidays, party",264,,
TRUE,noun,die ,Bescherung,,opening of figts,"holidays, party",264,,
TRUE,verb,,aufgeregt,,"excited, entusiasmado","holidays, party",264,,
TRUE,noun,der,Neujahrskuss,,new years kiss,"holidays, party",264,,<noyaskurs>
TRUE,verb,,kriegen,,"get, obtener","holidays, party",264,,
TRUE,adverb,,wohl,,"probably, probablemente","holidays, party",264,,
TRUE,noun,der,Erwachsenen,,"adult, adulto","holidays, party",264,chs = <x>,<erwaxenen>
TRUE,noun,die,Reihenfolge,Reihenfolgen,"sequence, secuencia","general, lingoda",264,,
TRUE,verb,,Lücken,,gaps,"general, lingoda",264,,
TRUE,verb,,klappt,,"works, funciona","holidays, party",264,,
TRUE,verb,,Das ist wirklich schade,,That is a pitty,"holidays, party",264,,
TRUE,verb,,Früher,,"earlier, mas temprano","holidays, party",264,,
TRUE,verb,,brummen,,"buzz, tararear","holidays, party",264,,
TRUE,noun,die,heimat,,"hometown, pueblo natal","holidays, party",264,,
TRUE,verb,,eigene,,"own, propio","holidays, party",265,,
TRUE,noun,die,Party,Partys,"party, fiesta","holidays, party",265,more relaxed,
TRUE,noun,die,Feier,Feiern,"celebration, celebracion","holidays, party",265,official,
TRUE,verb,,Prost,,"cheers, salud","holidays, party",265,,
TRUE,noun,der,Kuchen,Kuchen,"cake, pastel","holidays, party",265,,
TRUE,noun,die,Torte,Torten,"cake, torta","holidays, party",265,,
TRUE,noun,die,Kerze,Kerzen,"candle, vela","holidays, party",265,,
TRUE,verb,der,Erfolg,Erfolge,"success, exito","holidays, party",265,,
TRUE,skill,,wie bitte,,I beg your pardon,"holidays, party",265,,
TRUE,skill,,Wie schmeckt dir ...,,How do you like,"holidays, party",265,,
TRUE,verb,die,Dekoration,Dekorationen,"decoration, decoracion","holidays, party",265,,
TRUE,noun,der,Luftballon,Luftballons,"balloon, globo","holidays, party",265,,
TRUE,verb,,schenken,,"give a gift, dar un regalo","holidays, party",265,,
TRUE,noun,die,Schokolade,Schokoladen,chocolate,"holidays, party",265,,
TRUE,noun,der,Snack,Snacks,"snack, picada","holidays, party",265,,Was für Snacks gibt es?
TRUE,noun,das,Getränk,Getränke,"drinks, bebidas","holidays, party",265,,Welche Getränke gibt es?
TRUE,noun,die,Musik,Musik,"music, musica","holidays, party",265,,
TRUE,noun,die,Disco,Discos,disco,"holidays, party",265,,
TRUE,noun,die,Hochzeit,Hochzeiten,"marriage, matrimonio","holidays, party",265,,
TRUE,noun,das,Feuerwerk,,"fireworks, fuegos artificiales","holidays, party",265,,
TRUE,verb,,pusten,,"blow, soplar","holidays, party",265,,
TRUE,verb,,blasen,,"blow, soplar","holidays, party",265,,
TRUE,adjective,,besonderes,,"special, especial","holidays, party",265,,
TRUE,adverb,,besonders,,"specially, especialmente","holidays, party",265,,
TRUE,verb,,streamen,,stream,"holidays, party",265,,
TRUE,noun,das,Haus,Häuser,"house, casa","holidays, party",265,,
TRUE,skill,,"Schön, dass du da bist",,Nice that you're here,"holidays, party",266,,
TRUE,noun,,Abschluss, Abschlüsse,"graduation, graduacion","holidays, party",266,,
TRUE,skill,,einfach so,,simply that way,"holidays, party",266,,gochian
TRUE,noun,,Alles Gute zum geburtstag!,,happy birhday,"holidays, party",266,,Alles Gute!
TRUE,noun,,Sich für die Einladung bedanken,,thank you for the invitation,"holidays, party",266,,
TRUE,noun,,eine Einladung bekommen,,get an invitation,"holidays, party",266,,
TRUE,skill,,wir dürfen nicht so laut sein,,we must not be so loud,"holidays, party",266,,
TRUE,skill,,Spieleabend,,"game night, noche de juegos","holidays, party",266,,
TRUE,skill,,Brettspiele,,"board games, juegos de mesa","holidays, party",266,,
TRUE,skill,,ich kann kommen,,I can come,"holidays, party",266,,
TRUE,skill,,Ich freue mich auf ,,I'm looking forward to,"holidays, party",266,,
TRUE,skill,,Ich freue mich drauf,,I'm looking forward to it,"holidays, party",266,,
TRUE,adverb,,leider,,"unfortunatelly, desafortunadamente","holidays, party",266,,
TRUE,skill,,Ich kann leider nicht kommen,,"Sorry, I can not come","holidays, party",266,,
TRUE,noun,der,Gast,Gäste,"guest, invitado","holidays, party",266,,
TRUE,skill,,Snacks mitbringen,,bring snacks,"holidays, party",266,,
TRUE,skill,,zur Party gehen,,go to the party,"holidays, party",266,,zur - gehen
TRUE,skill,,Wir sind auf einer Party.,,we are at a party,"holidays, party",266,,sind - auf
TRUE,verb,,bequatschen,,"chat, conversar","holidays, party",266,,
TRUE,verb,,ausblasen,,"blow, soplar","holidays, party",266,,
TRUE,verb,,absagen,,"cancel, cancelar","holidays, party",266,,
TRUE,verb,,zusagen,,accept,"holidays, party",266,,
TRUE,skill,,auf jeden Fall,,"definitelly, ","holidays, party",266,,
TRUE,adjective,,gemeinsam,,"together, juntos","holidays, party",266,,
TRUE,verb,,bekommen,,"receive, recibir","holidays, party",266,,
TRUE,noun,der,Frieden,Frieden,"peace, paz","holidays, party",266,,